Date,Open,High,Low,Close,Adj Close,Volume
1974-10-17,396.730011,409.410004,396.730011,396.940002,396.940002,0
1974-10-24,392.290009,413.640015,391.649994,413.640015,413.640015,0
1974-10-31,412.059998,418.089996,407.410004,417.239990,417.239990,0
1974-11-07,420.200012,420.519989,410.470001,410.470001,410.470001,0
1974-11-14,409.200012,409.200012,380.970001,380.970001,380.970001,0
1974-11-21,382.769989,392.390015,382.769989,392.390015,392.390015,0
1974-11-28,392.600006,392.600006,376.950012,377.910004,377.910004,0
1974-12-05,370.929993,378.010010,364.269989,378.010010,378.010010,0
1974-12-12,376.420013,377.910004,370.820007,377.910004,377.910004,0
1974-12-19,376.640015,376.640015,367.119995,372.200012,372.200012,0
1974-12-26,375.470001,382.029999,373.779999,382.029999,382.029999,0
1975-01-02,391.859985,397.779999,391.859985,392.920013,392.920013,0
1975-01-09,399.369995,407.829987,399.369995,405.709991,405.709991,0
1975-01-16,405.709991,405.709991,398.739990,403.600006,403.600006,0
1975-01-23,405.709991,433.839996,405.709991,433.839996,433.839996,0
1975-01-30,428.450012,443.570007,428.450012,443.570007,443.570007,0
1975-02-06,442.190002,448.850006,440.709991,448.850006,448.850006,0
1975-02-13,454.670013,456.890015,453.820007,456.049988,456.049988,0
1975-02-20,460.269989,462.070007,445.049988,449.170013,449.170013,0
1975-02-27,451.500000,466.619995,451.500000,462.920013,462.920013,0
1975-03-06,467.359985,474.549988,467.359985,467.570007,467.570007,0
1975-03-13,468.519989,481.529999,468.519989,472.540009,472.540009,0
1975-03-20,469.049988,469.049988,457.000000,468.519989,468.519989,0
1975-03-27,470.109985,470.109985,462.279999,462.279999,462.279999,0
1975-04-03,457.529999,463.980011,451.390015,463.980011,463.980011,0
1975-04-10,469.049988,484.700012,469.049988,484.700012,484.700012,0
1975-04-17,488.510010,488.929993,482.589996,482.589996,482.589996,0
1975-04-24,482.480011,488.399994,480.149994,488.399994,488.399994,0
1975-05-01,492.630005,503.309998,492.630005,498.339996,498.339996,0
1975-05-08,501.619995,516.320007,501.619995,516.320007,516.320007,0
1975-05-15,512.190002,512.190002,499.820007,499.820007,499.820007,0
1975-05-22,501.720001,508.070007,501.720001,503.940002,503.940002,0
1975-05-29,504.049988,521.809998,504.049988,520.650024,520.650024,0
1975-06-05,521.070007,521.070007,508.809998,509.440002,509.440002,0
1975-06-12,507.010010,514.830017,507.010010,509.339996,509.339996,0
1975-06-19,518.640015,534.080017,518.640015,534.080017,534.080017,0
1975-06-26,535.239990,537.669983,531.750000,531.750000,531.750000,0
1975-07-03,533.440002,536.409973,528.260010,536.409973,536.409973,0
1975-07-10,536.510010,541.799988,536.190002,536.299988,536.299988,0
1975-07-17,531.219971,531.219971,511.769989,511.769989,511.769989,0
1975-07-24,510.390015,510.390015,499.079987,502.570007,502.570007,0
1975-07-31,502.459991,502.459991,487.239990,487.239990,487.239990,0
1975-08-07,487.450012,491.470001,485.119995,485.119995,485.119995,0
1975-08-14,482.589996,486.600006,468.420013,468.420013,468.420013,0
1975-08-21,467.570007,478.670013,467.570007,475.179993,475.179993,0
1975-08-28,486.290009,489.459991,481.630005,484.170013,484.170013,0
1975-09-04,484.910004,484.910004,470.739990,470.739990,470.739990,0
1975-09-11,469.049988,469.049988,460.910004,461.970001,461.970001,0
1975-09-18,470.850006,481.420013,470.850006,481.209991,481.209991,0
1975-09-25,480.470001,483.220001,464.820007,464.820007,464.820007,0
1975-10-02,469.369995,491.679993,469.369995,491.679993,491.679993,0
1975-10-09,494.000000,500.450012,493.480011,499.500000,499.500000,0
1975-10-16,500.450012,507.329987,497.600006,507.329987,507.329987,0
1975-10-23,510.179993,510.179993,499.709991,499.709991,499.709991,0
1975-10-30,498.869995,498.869995,492.309998,498.339996,498.339996,0
1975-11-06,500.559998,509.869995,499.399994,509.869995,509.869995,0
1975-11-13,509.649994,511.769989,503.519989,503.519989,503.519989,0
1975-11-20,501.510010,508.489990,500.980011,508.489990,508.489990,0
1975-11-27,510.079987,510.079987,489.040009,489.040009,489.040009,0
1975-12-04,490.089996,490.619995,484.700012,490.619995,490.619995,0
1975-12-11,489.459991,496.649994,489.140015,496.649994,496.649994,0
1975-12-18,498.339996,498.869995,491.470001,498.869995,498.869995,0
1975-12-25,503.309998,503.730011,500.880005,503.730011,503.730011,0
1976-01-01,507.959991,526.039978,507.959991,526.039978,526.039978,0
1976-01-08,529.530029,543.909973,529.530029,543.909973,543.909973,0
1976-01-15,541.270020,553.320007,541.270020,550.359985,550.359985,0
1976-01-22,549.520020,558.719971,549.520020,552.789978,552.789978,0
1976-01-29,561.679993,573.520020,561.679993,573.520020,573.520020,0
1976-02-05,565.059998,568.440002,560.090027,568.440002,568.440002,0
1976-02-12,566.219971,566.219971,559.880005,564.530029,564.530029,0
1976-02-19,573.729980,577.539978,573.729980,575.849976,575.849976,0
1976-02-26,566.960022,569.080017,564.109985,565.799988,565.799988,0
1976-03-04,559.880005,570.659973,559.880005,570.659973,570.659973,0
1976-03-11,575.530029,575.530029,563.900024,570.030029,570.030029,0
1976-03-18,567.809998,583.140015,567.809998,583.140015,583.140015,0
1976-03-25,579.859985,580.179993,575.530029,579.440002,579.440002,0
1976-04-01,576.690002,583.669983,576.270020,576.270020,576.270020,0
1976-04-08,570.659973,570.659973,563.900024,564.109985,564.109985,0
1976-04-15,566.219971,581.559998,566.219971,581.559998,581.559998,0
1976-04-22,579.859985,579.859985,573.619995,574.679993,574.679993,0
1976-04-29,574.580017,574.580017,567.599976,567.809998,567.809998,0
1976-05-06,569.500000,580.500000,569.500000,578.809998,578.809998,0
1976-05-13,575.530029,575.530029,569.289978,570.030029,570.030029,0
1976-05-20,574.260010,574.260010,559.460022,559.460022,559.460022,0
1976-05-27,559.239990,563.900024,559.239990,563.900024,563.900024,0
1976-06-03,563.369995,563.369995,555.330017,556.390015,556.390015,0
1976-06-10,560.940002,574.789978,560.940002,574.789978,574.789978,0
1976-06-17,583.349976,587.159973,581.869995,581.869995,581.869995,0
1976-06-24,585.260010,589.059998,583.989990,589.059998,589.059998,0
1976-07-01,584.830017,587.580017,584.830017,586.630005,586.630005,0
1976-07-08,587.479980,598.580017,587.479980,598.580017,598.580017,0
1976-07-15,594.559998,594.559998,586.000000,586.840027,586.840027,0
1976-07-22,587.369995,588.219971,582.299988,582.299988,582.299988,0
1976-07-29,581.770020,589.799988,581.770020,589.799988,589.799988,0
1976-08-05,586.840027,589.590027,584.729980,587.789978,587.789978,0
1976-08-12,588.429993,591.919983,588.429993,590.539978,590.539978,0
1976-08-19,583.880005,583.880005,572.570007,576.479980,576.479980,0
1976-08-26,572.669983,586.840027,572.669983,586.840027,586.840027,0
1976-09-02,586.309998,592.450012,586.309998,592.229980,592.229980,0
1976-09-09,589.169983,590.650024,587.260010,588.640015,588.640015,0
1976-09-16,594.349976,608.099976,594.349976,606.400024,606.400024,0
1976-09-23,603.549988,605.450012,595.299988,595.299988,595.299988,0
1976-09-30,594.559998,594.559998,581.979980,581.979980,581.979980,0
1976-10-07,585.039978,585.039978,569.609985,576.479980,576.479980,0
1976-10-14,569.710022,574.469971,569.710022,574.469971,574.469971,0
1976-10-21,569.400024,574.369995,564.849976,574.369995,574.369995,0
1976-10-28,573.520020,581.559998,573.520020,575.000000,575.000000,0
1976-11-04,578.380005,578.380005,559.349976,559.349976,559.349976,0
1976-11-11,563.469971,569.400024,561.469971,569.400024,569.400024,0
1976-11-18,576.799988,581.239990,576.799988,581.130005,581.130005,0
1976-11-25,585.039978,585.039978,579.440002,581.869995,581.869995,0
1976-12-02,580.179993,591.390015,580.179993,591.390015,591.390015,0
1976-12-09,594.349976,598.789978,594.349976,598.789978,598.789978,0
1976-12-16,596.890015,596.890015,591.070007,596.780029,596.780029,0
1976-12-23,597.309998,607.669983,597.309998,605.659973,605.659973,0
1976-12-30,608.619995,612.010010,598.369995,598.369995,598.369995,0
1977-01-06,600.059998,601.429993,591.599976,591.599976,591.599976,0
1977-01-13,596.250000,596.250000,592.549988,595.940002,595.940002,0
1977-01-20,591.390015,593.710022,589.489990,589.489990,589.489990,0
1977-01-27,586.210022,589.489990,586.210022,588.750000,588.750000,0
1977-02-03,586.000000,586.630005,580.070007,580.070007,580.070007,0
1977-02-10,580.390015,583.559998,577.010010,583.559998,583.559998,0
1977-02-17,580.289978,580.289978,576.270020,576.270020,576.270020,0
1977-02-24,572.780029,578.169983,571.929993,576.900024,576.900024,0
1977-03-03,579.330017,581.770020,575.419983,575.419983,575.419983,0
1977-03-10,578.380005,586.840027,578.380005,586.840027,586.840027,0
1977-03-17,586.309998,586.309998,576.479980,576.479980,576.479980,0
1977-03-24,573.619995,573.619995,566.859985,566.859985,566.859985,0
1977-03-31,566.010010,570.349976,563.159973,563.159973,563.159973,0
1977-04-07,565.270020,575.739990,565.270020,575.739990,575.739990,0
1977-04-14,580.710022,580.919983,576.270020,578.380005,578.380005,0
1977-04-21,574.580017,574.580017,559.979980,564.849976,564.849976,0
1977-04-28,566.119995,576.159973,566.119995,576.159973,576.159973,0
1977-05-05,577.330017,577.330017,570.770020,570.770020,570.770020,0
1977-05-12,570.559998,579.119995,570.559998,579.119995,579.119995,0
1977-05-19,577.219971,577.219971,559.880005,559.880005,559.880005,0
1977-05-26,560.940002,560.940002,555.760010,560.090027,560.090027,0
1977-06-02,559.140015,567.280029,559.140015,567.280029,567.280029,0
1977-06-09,566.960022,576.479980,566.960022,575.419983,575.419983,0
1977-06-16,576.900024,582.510010,576.900024,581.450012,581.450012,0
1977-06-23,582.719971,586.000000,580.500000,580.500000,580.500000,0
1977-06-30,582.609985,582.609985,578.070007,578.070007,578.070007,0
1977-07-07,579.859985,579.859985,577.330017,578.380005,578.380005,0
1977-07-14,581.450012,589.590027,581.450012,589.270020,589.270020,0
1977-07-21,588.320007,589.059998,571.830017,571.830017,571.830017,0
1977-07-28,572.359985,573.840027,569.080017,569.080017,569.080017,0
1977-08-04,571.190002,571.929993,567.390015,571.929993,571.929993,0
1977-08-11,568.549988,568.549988,565.799988,565.799988,565.799988,0
1977-08-18,565.479980,565.590027,562.729980,562.729980,562.729980,0
1977-08-25,556.919983,560.830017,556.179993,559.669983,559.669983,0
1977-09-01,560.299988,566.650024,560.299988,566.650024,566.650024,0
1977-09-08,562.729980,562.729980,555.539978,558.190002,558.190002,0
1977-09-15,559.770020,559.770020,550.679993,550.679993,550.679993,0
1977-09-22,550.679993,551.950012,550.570007,551.309998,551.309998,0
1977-09-29,554.489990,559.770020,554.380005,554.380005,554.380005,0
1977-10-06,556.280029,556.280029,545.289978,545.289978,545.289978,0
1977-10-13,541.590027,541.799988,535.559998,535.559998,535.559998,0
1977-10-20,536.929993,536.929993,527.210022,533.020020,533.020020,0
1977-10-27,534.929993,536.830017,526.359985,526.359985,526.359985,0
1977-11-03,526.570007,539.679993,526.570007,539.679993,539.679993,0
