Date,Open,High,Low,Close,Adj Close,Volume
1970-01-01,550.890015,553.640015,548.989990,548.989990,548.989990,0
1970-01-08,549.409973,549.409973,542.859985,542.859985,542.859985,0
1970-01-15,542.859985,542.859985,531.539978,532.919983,532.919983,0
1970-01-22,533.229980,533.229980,513.780029,513.780029,513.780029,0
1970-01-29,506.899994,513.140015,502.679993,509.549988,509.549988,0
1970-02-05,507.329987,514.409973,507.329987,514.409973,514.409973,0
1970-02-12,513.570007,517.369995,511.350006,517.369995,517.369995,0
1970-02-19,519.059998,528.369995,519.059998,528.369995,528.369995,0
1970-02-26,525.830017,533.760010,525.830017,532.700012,532.700012,0
1970-03-05,532.599976,532.599976,523.510010,523.719971,523.719971,0
1970-03-12,521.390015,521.390015,512.609985,516.000000,516.000000,0
1970-03-19,514.830017,528.260010,512.190002,528.260010,528.260010,0
1970-03-26,529.000000,529.739990,527.309998,529.739990,529.739990,0
1970-04-02,527.950012,527.950012,518.849976,518.849976,518.849976,0
1970-04-09,518.539978,518.539978,506.899994,506.899994,506.899994,0
1970-04-16,501.619995,501.619995,491.359985,491.359985,491.359985,0
1970-04-23,483.640015,483.640015,466.089996,475.609985,475.609985,0
1970-04-30,473.910004,473.910004,455.829987,461.010010,461.010010,0
1970-05-07,463.660004,463.660004,443.989990,443.989990,443.989990,0
1970-05-14,437.440002,445.790009,425.799988,425.799988,425.799988,0
1970-05-21,417.239990,419.250000,398.519989,419.250000,419.250000,0
1970-05-28,430.250000,454.779999,430.250000,454.779999,454.779999,0
1970-06-04,447.899994,447.899994,436.480011,436.480011,436.480011,0
1970-06-11,430.350006,439.760010,428.660004,438.809998,438.809998,0
1970-06-18,441.559998,444.730011,426.440002,426.440002,426.440002,0
1970-06-25,426.329987,426.329987,418.510010,419.880005,419.880005,0
1970-07-02,419.140015,419.140015,409.200012,419.040009,419.040009,0
1970-07-09,425.700012,432.149994,425.700012,432.149994,432.149994,0
1970-07-16,438.179993,446.320007,438.179993,442.510010,442.510010,0
1970-07-23,448.109985,448.850006,446.109985,448.850006,448.850006,0
1970-07-30,449.070007,449.070007,443.040009,443.459991,443.459991,0
1970-08-06,442.619995,443.779999,432.989990,432.989990,432.989990,0
1970-08-13,429.190002,440.500000,429.190002,440.500000,440.500000,0
1970-08-20,443.890015,466.200012,443.890015,466.200012,466.200012,0
1970-08-27,465.670013,470.320007,465.350006,465.350006,465.350006,0
1970-09-03,472.010010,478.670013,472.010010,477.299988,477.299988,0
1970-09-10,474.649994,476.239990,469.369995,472.010010,472.010010,0
1970-09-17,475.820007,478.670013,472.220001,478.670013,478.670013,0
1970-09-24,485.440002,488.399994,485.440002,487.869995,487.869995,0
1970-10-01,488.399994,502.149994,488.399994,502.149994,502.149994,0
1970-10-08,496.540009,496.540009,485.859985,486.600006,486.600006,0
1970-10-15,488.820007,488.820007,479.619995,482.160004,482.160004,0
1970-10-22,480.260010,482.589996,478.670013,480.149994,480.149994,0
1970-10-29,479.410004,485.549988,478.779999,485.549988,485.549988,0
1970-11-05,484.380005,489.670013,484.380005,489.670013,489.670013,0
1970-11-12,484.380005,484.380005,475.820007,475.820007,475.820007,0
1970-11-19,476.239990,488.290009,476.239990,488.290009,488.290009,0
1970-11-26,493.160004,509.019989,493.160004,509.019989,509.019989,0
1970-12-03,511.450012,517.479980,511.450012,515.150024,515.150024,0
1970-12-10,517.059998,518.960022,515.260010,515.890015,515.890015,0
1970-12-17,517.580017,518.750000,517.369995,518.750000,518.750000,0
1970-12-24,522.030029,531.750000,522.030029,531.750000,531.750000,0
1970-12-31,531.119995,533.869995,525.830017,533.869995,533.869995,0
1971-01-07,534.179993,538.099976,532.919983,537.669983,537.669983,0
1971-01-14,539.369995,544.859985,539.369995,544.859985,544.859985,0
1971-01-21,547.400024,555.020020,547.400024,551.099976,551.099976,0
1971-01-28,553.010010,561.780029,553.010010,561.780029,561.780029,0
1971-02-04,562.099976,567.390015,562.099976,566.650024,566.650024,0
1971-02-11,569.400024,574.049988,569.400024,571.400024,571.400024,0
1971-02-18,567.599976,567.599976,556.390015,562.840027,562.840027,0
1971-02-25,563.690002,564.109985,562.419983,564.109985,564.109985,0
1971-03-04,569.919983,579.549988,569.919983,578.909973,578.909973,0
1971-03-11,578.809998,589.059998,578.809998,589.059998,589.059998,0
1971-03-18,589.700012,589.700012,581.239990,581.239990,581.239990,0
1971-03-25,581.340027,586.210022,581.340027,586.210022,586.210022,0
1971-04-01,586.630005,594.770020,586.630005,594.770020,594.770020,0
1971-04-08,595.619995,602.390015,595.619995,602.390015,602.390015,0
1971-04-15,603.229980,605.770020,601.429993,601.429993,601.429993,0
1971-04-22,603.020020,610.739990,603.020020,610.739990,610.739990,0
1971-04-29,609.469971,609.469971,601.750000,604.820007,604.820007,0
1971-05-06,601.429993,601.429993,596.150024,599.530029,599.530029,0
1971-05-13,598.469971,598.469971,586.630005,588.429993,588.429993,0
1971-05-20,589.909973,589.909973,579.119995,580.070007,580.070007,0
1971-05-27,579.229980,589.059998,579.229980,589.059998,589.059998,0
1971-06-03,590.229980,591.599976,586.099976,586.099976,586.099976,0
1971-06-10,587.900024,590.010010,585.359985,586.630005,586.630005,0
1971-06-17,586.419983,586.419983,569.289978,574.369995,574.369995,0
1971-06-24,573.309998,582.510010,570.659973,582.510010,582.510010,0
1971-07-01,583.250000,585.780029,583.250000,585.780029,585.780029,0
1971-07-08,587.789978,590.330017,581.869995,581.869995,581.869995,0
1971-07-15,582.190002,582.190002,579.859985,581.979980,581.979980,0
1971-07-22,580.710022,580.710022,567.919983,567.919983,567.919983,0
1971-07-29,561.039978,561.039978,548.250000,548.250000,548.250000,0
1971-08-05,549.409973,552.900024,546.239990,552.900024,552.900024,0
1971-08-12,560.719971,584.409973,559.140015,576.590027,576.590027,0
1971-08-19,573.940002,586.419983,573.940002,586.419983,586.419983,0
1971-08-26,585.679993,587.049988,578.809998,579.020020,579.020020,0
1971-09-02,580.500000,592.549988,580.500000,592.549988,592.549988,0
1971-09-09,589.590027,589.590027,581.130005,583.250000,583.250000,0
1971-09-16,582.299988,584.090027,575.419983,575.419983,575.419983,0
1971-09-23,574.890015,574.890015,570.559998,571.830017,571.830017,0
1971-09-30,574.469971,583.140015,574.469971,583.140015,583.140015,0
1971-10-07,584.409973,584.409973,579.020020,579.020020,579.020020,0
1971-10-14,573.840027,573.840027,558.820007,558.820007,558.820007,0
1971-10-21,558.820007,558.820007,547.719971,547.719971,547.719971,0
1971-10-28,548.460022,553.530029,542.429993,553.530029,553.530029,0
1971-11-04,553.429993,553.429993,545.390015,545.390015,545.390015,0
1971-11-11,537.890015,541.059998,535.770020,541.059998,541.059998,0
1971-11-18,536.929993,536.929993,524.460022,525.200012,525.200012,0
1971-11-25,534.710022,557.549988,534.710022,557.549988,557.549988,0
1971-12-02,559.239990,566.219971,559.239990,566.219971,566.219971,0
1971-12-09,566.219971,575.530029,566.219971,575.530029,575.530029,0
1971-12-16,582.080017,593.820007,582.080017,590.650024,590.650024,0
1971-12-23,588.109985,596.570007,588.109985,596.570007,596.570007,0
1971-12-30,594.460022,602.390015,594.460022,602.390015,602.390015,0
1972-01-06,604.919983,606.830017,604.500000,606.510010,606.510010,0
1972-01-13,602.909973,609.260010,602.909973,608.309998,608.309998,0
1972-01-20,607.989990,607.989990,600.270020,600.270020,600.270020,0
1972-01-27,606.719971,614.549988,606.719971,614.549988,614.549988,0
1972-02-03,614.229980,619.200012,614.020020,619.200012,619.200012,0
1972-02-10,619.510010,620.039978,614.229980,620.039978,620.039978,0
1972-02-17,619.940002,619.940002,618.250000,618.989990,618.989990,0
1972-02-24,619.510010,631.250000,619.510010,631.250000,631.250000,0
1972-03-02,631.570007,641.929993,631.570007,641.929993,641.929993,0
1972-03-09,642.039978,642.039978,632.520020,635.059998,635.059998,0
1972-03-16,633.469971,635.270020,627.340027,628.289978,628.289978,0
1972-03-23,634.320007,634.320007,627.130005,627.130005,627.130005,0
1972-03-30,631.039978,641.609985,631.039978,641.609985,641.609985,0
1972-04-06,644.260010,649.440002,644.260010,649.440002,649.440002,0
1972-04-13,647.849976,647.960022,643.940002,643.940002,643.940002,0
1972-04-20,642.880005,642.880005,630.409973,630.409973,630.409973,0
1972-04-27,631.150024,634.419983,623.849976,623.849976,623.849976,0
1972-05-04,624.909973,627.020020,615.070007,619.409973,619.409973,0
1972-05-11,621.739990,628.820007,621.739990,628.609985,628.609985,0
1972-05-18,634.210022,646.900024,634.210022,646.900024,646.900024,0
1972-05-25,647.960022,649.020020,642.460022,642.460022,642.460022,0
1972-06-01,643.729980,644.469971,632.409973,632.409973,632.409973,0
1972-06-08,630.510010,635.590027,627.549988,635.590027,635.590027,0
1972-06-15,635.380005,636.750000,633.469971,636.750000,636.750000,0
1972-06-22,635.900024,635.900024,625.960022,625.960022,625.960022,0
1972-06-29,624.700012,632.840027,624.700012,632.840027,632.840027,0
1972-07-06,637.909973,637.909973,625.010010,625.010010,625.010010,0
1972-07-13,621.309998,624.059998,618.030029,619.619995,619.619995,0
1972-07-20,617.719971,629.030029,617.719971,627.020020,627.020020,0
1972-07-27,625.010010,635.799988,624.799988,635.799988,635.799988,0
1972-08-03,640.450012,644.150024,640.450012,644.150024,644.150024,0
1972-08-10,645.840027,653.770020,645.840027,649.229980,649.229980,0
1972-08-17,648.059998,653.989990,648.059998,653.250000,653.250000,0
1972-08-24,646.369995,646.369995,641.299988,643.309998,643.309998,0
1972-08-31,646.159973,648.590027,642.989990,642.989990,642.989990,0
1972-09-07,640.979980,640.979980,629.880005,632.099976,632.099976,0
1972-09-14,632.309998,632.309998,629.880005,629.880005,629.880005,0
1972-09-21,628.710022,635.900024,626.390015,635.900024,635.900024,0
1972-09-28,639.919983,640.770020,637.809998,637.809998,637.809998,0
1972-10-05,630.830017,636.960022,630.830017,634.109985,634.109985,0
1972-10-12,628.929993,628.929993,618.460022,626.070007,626.070007,0
1972-10-19,625.539978,640.450012,625.539978,640.349976,640.349976,0
1972-10-26,642.570007,652.820007,640.450012,652.820007,652.820007,0
1972-11-02,655.780029,661.070007,655.780029,656.840027,656.840027,0
1972-11-09,657.469971,665.510010,657.469971,663.400024,663.400024,0
1972-11-16,666.780029,676.080017,666.780029,676.080017,676.080017,0
1972-11-23,677.989990,677.989990,673.549988,673.859985,673.859985,0
1972-11-30,675.450012,683.059998,675.450012,683.059998,683.059998,0
1972-12-07,686.020020,688.770020,685.070007,685.070007,685.070007,0
1972-12-14,682.849976,683.380005,670.479980,670.479980,670.479980,0
1972-12-21,666.250000,675.130005,666.250000,675.130005,675.130005,0
1972-12-28,681.789978,690.359985,681.789978,690.359985,690.359985,0
1973-01-04,689.090027,691.200012,688.349976,688.349976,688.349976,0
1973-01-11,692.369995,692.369995,678.940002,681.900024,681.900024,0
1973-01-18,683.059998,683.059998,668.789978,668.789978,668.789978,0
1973-01-25,666.669983,666.669983,662.659973,663.500000,663.500000,0
1973-02-01,655.989990,655.989990,648.909973,648.909973,648.909973,0
1973-02-08,646.049988,665.299988,646.049988,656.099976,656.099976,0
1973-02-15,651.979980,656.630005,651.979980,652.289978,652.289978,0
1973-02-22,650.390015,650.390015,630.299988,634.419983,634.419983,0
1973-03-01,630.299988,649.119995,630.299988,649.119995,649.119995,0
1973-03-08,647.750000,650.500000,645.210022,650.500000,650.500000,0
1973-03-15,645.630005,645.630005,624.590027,624.590027,624.590027,0
1973-03-22,614.549988,629.669983,614.549988,629.669983,629.669983,0
1973-03-29,636.010010,636.010010,613.700012,613.700012,613.700012,0
1973-04-05,611.369995,634.109985,611.369995,634.109985,634.109985,0
1973-04-12,633.369995,633.369995,623.849976,626.489990,626.489990,0
1973-04-19,630.090027,630.090027,608.309998,608.309998,608.309998,0
1973-04-26,610.530029,610.530029,599.849976,607.570007,607.570007,0
1973-05-03,616.979980,622.789978,616.979980,619.200012,619.200012,0
1973-05-10,614.859985,614.859985,594.239990,596.780029,596.780029,0
1973-05-17,591.710022,591.710022,573.309998,580.390015,580.390015,0
1973-05-24,596.890015,602.280029,591.599976,591.599976,591.599976,0
1973-05-31,586.000000,586.000000,573.940002,580.599976,580.599976,0
1973-06-07,588.750000,602.169983,588.750000,599.210022,599.210022,0
1973-06-14,592.659973,592.659973,576.900024,581.130005,581.130005,0
1973-06-21,574.369995,576.900024,568.760010,576.059998,576.059998,0
1973-06-28,581.979980,581.979980,567.599976,567.599976,567.599976,0
1973-07-05,566.650024,590.650024,564.210022,590.650024,590.650024,0
1973-07-12,590.010010,598.049988,582.820007,598.049988,598.049988,0
1973-07-19,600.059998,618.030029,600.059998,618.030029,618.030029,0
1973-07-26,618.989990,618.989990,601.650024,601.650024,601.650024,0
1973-08-02,601.010010,601.960022,595.200012,595.200012,595.200012,0
1973-08-09,595.299988,595.299988,578.489990,580.390015,580.390015,0
1973-08-16,577.010010,577.109985,566.219971,566.219971,566.219971,0
1973-08-23,573.840027,585.679993,572.880005,585.679993,585.679993,0
1973-08-30,585.679993,591.710022,585.679993,591.710022,591.710022,0
1973-09-06,594.880005,594.880005,583.559998,583.559998,583.559998,0
1973-09-13,585.469971,601.650024,585.469971,601.650024,601.650024,0
1973-09-20,607.359985,620.359985,607.359985,620.359985,620.359985,0
1973-09-27,621.739990,621.739990,617.719971,621.630005,621.630005,0
1973-10-04,619.619995,630.190002,619.619995,623.849976,623.849976,0
1973-10-11,634.640015,637.070007,628.080017,628.080017,628.080017,0
1973-10-18,627.969971,629.030029,622.580017,627.450012,627.450012,0
1973-10-25,628.500000,633.369995,616.239990,616.239990,616.239990,0
1973-11-01,612.640015,612.640015,595.830017,599.950012,599.950012,0
1973-11-08,606.929993,606.929993,579.650024,579.650024,579.650024,0
1973-11-15,579.229980,586.630005,556.179993,562.520020,562.520020,0
1973-11-22,561.359985,561.359985,539.469971,550.359985,550.359985,0
1973-11-29,548.570007,548.570007,518.640015,518.640015,518.640015,0
1973-12-06,530.380005,551.419983,526.890015,526.890015,526.890015,0
1973-12-13,519.380005,532.070007,519.380005,532.070007,532.070007,0
1973-12-20,530.700012,537.150024,522.030029,537.150024,537.150024,0
1973-12-27,548.250000,549.619995,547.190002,549.619995,549.619995,0
1974-01-03,562.630005,562.630005,529.219971,529.219971,529.219971,0
1974-01-10,523.400024,541.159973,523.400024,541.159973,541.159973,0
1974-01-17,550.150024,550.150024,539.580017,548.039978,548.039978,0
1974-01-24,546.869995,548.570007,542.750000,548.570007,548.570007,0
1974-01-31,546.030029,546.030029,526.039978,527.520020,527.520020,0
1974-02-07,528.159973,528.159973,513.570007,514.520020,514.520020,0
1974-02-14,514.619995,528.049988,514.619995,528.049988,528.049988,0
1974-02-21,534.820007,546.030029,534.820007,546.030029,546.030029,0
1974-02-28,545.179993,554.909973,541.690002,554.909973,554.909973,0
1974-03-07,549.520020,564.320007,549.520020,564.320007,564.320007,0
1974-03-14,564.210022,564.210022,550.359985,552.159973,552.159973,0
1974-03-21,550.890015,553.010010,545.500000,545.500000,545.500000,0
1974-03-28,535.349976,535.349976,526.570007,531.539978,531.539978,0
1974-04-04,531.330017,531.330017,518.429993,520.539978,520.539978,0
1974-04-11,519.059998,531.219971,518.539978,531.219971,531.219971,0
1974-04-18,533.340027,533.340027,507.119995,507.119995,507.119995,0
1974-04-25,502.570007,517.270020,502.570007,517.270020,517.270020,0
1974-05-02,516.739990,516.739990,511.029999,513.140015,513.140015,0
1974-05-09,519.059998,519.059998,504.679993,504.679993,504.679993,0
1974-05-16,500.980011,500.980011,485.440002,485.440002,485.440002,0
1974-05-23,485.760010,492.630005,483.640015,483.640015,483.640015,0
1974-05-30,486.390015,502.570007,485.549988,502.570007,502.570007,0
1974-06-06,511.559998,518.010010,511.559998,511.559998,511.559998,0
1974-06-13,512.830017,512.830017,493.369995,493.369995,493.369995,0
1974-06-20,489.559998,492.209991,484.489990,484.489990,484.489990,0
1974-06-27,477.190002,477.190002,463.869995,463.869995,463.869995,0
1974-07-04,461.010010,461.010010,440.399994,440.399994,440.399994,0
1974-07-11,440.079987,462.390015,440.079987,462.279999,462.279999,0
1974-07-18,463.339996,470.739990,462.489990,470.739990,470.739990,0
1974-07-25,465.350006,465.350006,439.339996,439.339996,439.339996,0
1974-08-01,436.269989,457.420013,435.320007,457.420013,457.420013,0
1974-08-08,451.820007,451.820007,425.910004,425.910004,425.910004,0
1974-08-15,423.579987,423.579987,408.040009,408.040009,408.040009,0
1974-08-22,403.920013,403.920013,391.859985,391.859985,391.859985,0
1974-08-29,387.209991,398.630005,379.910004,379.910004,379.910004,0
1974-09-05,391.649994,394.720001,378.750000,378.750000,378.750000,0
1974-09-12,368.809998,374.200012,360.670013,374.200012,374.200012,0
1974-09-19,387.320007,388.480011,376.529999,376.529999,376.529999,0
1974-09-26,370.290009,370.290009,353.059998,353.589996,353.589996,0
1974-10-03,347.769989,377.380005,347.769989,377.380005,377.380005,0
1974-10-10,388.799988,405.609985,388.799988,392.500000,392.500000,0
